source,target,code,match
https://search.obxlistings.com/idx/search/advanced,https://www.obxlistings.com/homes-for-sale-search/,301,url
https://search.obxlistings.com/idx/featured,https://www.obxlistings.com/homes-for-sale-featured/,301,url
https://search.obxlistings.com/idx/market-reports,https://www.obxlistings.com/homes-for-sale-search,301,url
https://search.obxlistings.com/idx/mortgage,https://www.obxlistings.com/mortgage-calculator/,301,url
https://search.obxlistings.com/idx/homevaluation,https://www.obxlistings.com/valuation-form/,301,url
https://search.obxlistings.com/idx/roster,https://www.obxlistings.com/agent-list/,301,url
https://search.obxlistings.com/idx/search/address,https://www.obxlistings.com/homes-for-sale-search/,301,url
https://search.obxlistings.com/idx/search/smart,https://www.obxlistings.com/homes-for-sale-search/,301,url
https://search.obxlistings.com/idx/search/basic,https://www.obxlistings.com/homes-for-sale-search/,301,url
https://search.obxlistings.com/idx/search/emailupdatesignup,https://www.obxlistings.com/homes-for-sale-search/,301,url
https://search.obxlistings.com/idx/search/listingid,https://www.obxlistings.com/homes-for-sale-search/,301,url
https://search.obxlistings.com/idx/map/mapsearch,https://www.obxlistings.com/homes-for-sale-search/,301,url
https://search.obxlistings.com/idx/featuredopenhouse,https://www.obxlistings.com/open-home-search/,301,url
https://search.obxlistings.com/idx/featuredvirtualtour,https://www.obxlistings.com/homes-for-sale-search/,301,url
https://search.obxlistings.com/idx/soldpending,https://www.obxlistings.com/sold-featured-listing/,301,url
https://search.obxlistings.com/idx/supplemental,https://www.obxlistings.com/supplemental-listing/,301,url
https://search.obxlistings.com/idx/linkshowcase,https://www.obxlistings.com/homes-for-sale-search/,301,url
https://search.obxlistings.com/idx/contact,https://www.obxlistings.com/contact-us/,301,url
https://search.obxlistings.com/idx/userlogin,https://www.obxlistings.com/property-organizer-login/,301,url
https://search.obxlistings.com/idx/usersignup,https://www.obxlistings.com/property-organizer-login/?section=signin,301,url
https://search.obxlistings.com/idx/searchbycity,https://www.obxlistings.com/homes-for-sale-search/,301,url
https://search.obxlistings.com/idx/sitemap,https://www.obxlistings.com/homes-for-sale-search/,301,url
https://search.obxlistings.com/i/101-s-flats-manteo,,301,url
https://search.obxlistings.com/i/158-four-seasons-lane,,301,url
https://search.obxlistings.com/i/200,,301,url
https://search.obxlistings.com/i/200250,,301,url
https://search.obxlistings.com/i/204dannylanekittyhawknc,,301,url
https://search.obxlistings.com/i/250300,,301,url
https://search.obxlistings.com/i/4038-4040-s-virginia-dare-trail,,301,url
https://search.obxlistings.com/i/613brio,,301,url
https://search.obxlistings.com/i/aaronadams,,301,url
https://search.obxlistings.com/i/adambesthoff,,301,url
https://search.obxlistings.com/i/adamchrisco,,301,url
https://search.obxlistings.com/i/admirals-view,,301,url
https://search.obxlistings.com/i/affordable-kill-devil-hills,,301,url
https://search.obxlistings.com/i/affordable-kitty-hawk-homes,,301,url
https://search.obxlistings.com/i/affordable-outer-banks-homes,,301,url
https://search.obxlistings.com/i/affordable-search-corolla,,301,url
https://search.obxlistings.com/i/affordable-search-duck,,301,url
https://search.obxlistings.com/i/affordable-search-nags-head,,301,url
https://search.obxlistings.com/i/affordable-search-southern-shores,,301,url
https://search.obxlistings.com/i/afmk,,301,url
https://search.obxlistings.com/i/afmk2,,301,url
https://search.obxlistings.com/i/ajarun,,301,url
https://search.obxlistings.com/i/ajarun3,,301,url
https://search.obxlistings.com/i/ajarun2,,301,url
https://search.obxlistings.com/i/alexchandler,,301,url
https://search.obxlistings.com/i/amccraw3,,301,url
https://search.obxlistings.com/i/anderson83032,,301,url
https://search.obxlistings.com/i/anderson8303,,301,url
https://search.obxlistings.com/i/angelahissong,,301,url
https://search.obxlistings.com/i/annemichelini,,301,url
https://search.obxlistings.com/i/annemichelini8,,301,url
https://search.obxlistings.com/i/anthonyarcuri,,301,url
https://search.obxlistings.com/i/apills2,,301,url
https://search.obxlistings.com/i/apillsbury2,,301,url
https://search.obxlistings.com/i/aubry2,,301,url
https://search.obxlistings.com/i/aubry3,,301,url
https://search.obxlistings.com/i/aubryleonarenee,,301,url
https://search.obxlistings.com/i/avon-oceanside-homes-for-sale,,301,url
https://search.obxlistings.com/i/avon-soundside-homes-for-sale,,301,url
https://search.obxlistings.com/i/avonnchomesforsale,,301,url
https://search.obxlistings.com/i/barbaralevenson,,301,url
https://search.obxlistings.com/i/barbaralevenson2,,301,url
https://search.obxlistings.com/i/basketcase3,,301,url
https://search.obxlistings.com/i/basketcase4,,301,url
https://search.obxlistings.com/i/basketcase5,,301,url
https://search.obxlistings.com/i/bay-ridge-kitty-hawk-real-estate,,301,url
https://search.obxlistings.com/i/bethdobneygarciaforcynthiajohnson,,301,url
https://search.obxlistings.com/i/bethdobneygarciafordennishitchcock,,301,url
https://search.obxlistings.com/i/bethdobneygarciaforjackhealy,,301,url
https://search.obxlistings.com/i/bethdobneygarciaforjeff,,301,url
https://search.obxlistings.com/i/bethdobneygarciaforjillmiller,,301,url
https://search.obxlistings.com/i/bethdobneygarciaforjimbolin,,301,url
https://search.obxlistings.com/i/bethdobneygarciaforkaywilliams,,301,url
https://search.obxlistings.com/i/bethdobneygarciaforlewis,,301,url
https://search.obxlistings.com/i/bethdobneygarciaforlindaandvince,,301,url
https://search.obxlistings.com/i/bethdobneygarciaformikewoody,,301,url
https://search.obxlistings.com/i/bethdobneygarciaformillislooney,,301,url
https://search.obxlistings.com/i/bethdobneygarciaforpaul,,301,url
https://search.obxlistings.com/i/bethdobneygarciaforronanddenise,,301,url
https://search.obxlistings.com/i/bethdobneygarciamartinspoint,,301,url
https://search.obxlistings.com/i/bethdobneygarciapiratescove,,301,url
https://search.obxlistings.com/i/bethyoung,,301,url
https://search.obxlistings.com/i/billp,,301,url
https://search.obxlistings.com/i/billsharp,,301,url
https://search.obxlistings.com/i/billsharp2,,301,url
https://search.obxlistings.com/i/billsharp3,,301,url
https://search.obxlistings.com/i/bltweeks3,,301,url
https://search.obxlistings.com/i/bltweeks4,,301,url
https://search.obxlistings.com/i/boggs,,301,url
https://search.obxlistings.com/i/boggsbj3,,301,url
https://search.obxlistings.com/i/boggsbj4,,301,url
https://search.obxlistings.com/i/boksummers,,301,url
https://search.obxlistings.com/i/bradward,,301,url
https://search.obxlistings.com/i/bradward2,,301,url
https://search.obxlistings.com/i/brianclarkson,,301,url
https://search.obxlistings.com/i/brianclarkson2,,301,url
https://search.obxlistings.com/i/brianclarkson3,,301,url
https://search.obxlistings.com/i/briankisner,,301,url
https://search.obxlistings.com/i/buck-island-homes,,301,url
https://search.obxlistings.com/i/buckislandcorollanchomesforsale,,301,url
https://search.obxlistings.com/i/buckislandnchomesforsale,,301,url
https://search.obxlistings.com/i/buckislandrealestateforsale,,301,url
https://search.obxlistings.com/i/butterfoss2,,301,url
https://search.obxlistings.com/i/butterfossjd,,301,url
https://search.obxlistings.com/i/buxton-land-for-sale,,301,url
https://search.obxlistings.com/i/buxtonnchomesforsale,,301,url
https://search.obxlistings.com/i/cait,,301,url
https://search.obxlistings.com/i/caitelizabeth,,301,url
https://search.obxlistings.com/i/caitelizabeth13,,301,url
https://search.obxlistings.com/i/camaro4,,301,url
https://search.obxlistings.com/i/camaroz282,,301,url
https://search.obxlistings.com/i/carolthomas,,301,url
https://search.obxlistings.com/i/carolthomas3,,301,url
https://search.obxlistings.com/i/carolinaclubgrandynchomesforsale,,301,url
https://search.obxlistings.com/i/carolinaclubnchomesforsale,,301,url
https://search.obxlistings.com/i/carova-homes-1000000,,301,url
https://search.obxlistings.com/i/carova-homes-200000,,301,url
https://search.obxlistings.com/i/carova-homes-200000-300000,,301,url
https://search.obxlistings.com/i/carova-homes-300000-400000,,301,url
https://search.obxlistings.com/i/carova-homes-300000-600000,,301,url
https://search.obxlistings.com/i/carova-homes-400000-500000,,301,url
https://search.obxlistings.com/i/carova-homes-500000-600000,,301,url
https://search.obxlistings.com/i/carova-homes-600000-700000,,301,url
https://search.obxlistings.com/i/carova-homes-600000-800000,,301,url
https://search.obxlistings.com/i/carova-homes-700000-800000,,301,url
https://search.obxlistings.com/i/carova-homes-800000-1000000,,301,url
https://search.obxlistings.com/i/carova-land,,301,url
https://search.obxlistings.com/i/carova-new-listing,,301,url
https://search.obxlistings.com/i/carova-oceanfront,,301,url
https://search.obxlistings.com/i/carova-oceanside,,301,url
https://search.obxlistings.com/i/carova-soundfront,,301,url
https://search.obxlistings.com/i/cewsurf3,,301,url
https://search.obxlistings.com/i/charlesmckenney,,301,url
https://search.obxlistings.com/i/chellhoskins,,301,url
https://search.obxlistings.com/i/cherylgraham,,301,url
https://search.obxlistings.com/i/cherylgraham2,,301,url
https://search.obxlistings.com/i/cherylgraham3,,301,url
https://search.obxlistings.com/i/chicahauknchomesforsale,,301,url
https://search.obxlistings.com/i/chicahauksouthernshoresnchomesforsale,,301,url
https://search.obxlistings.com/i/chrisajgators,,301,url
https://search.obxlistings.com/i/chrismasica2,,301,url
https://search.obxlistings.com/i/chrisyounger,,301,url
https://search.obxlistings.com/i/chrisyoungr,,301,url
